row_id,timestamp,employee_id,greenhouse_id,action
216,2025-05-15T16:57:57,EMP4,GH1,OUT
275,2025-05-15T18:22:47,EMP5,GH3,IN
147,2025-05-15T18:29:13,EMP3,GH1,IN
535,2025-05-15T19:16:56,EMP9,GH3,IN
89,2025-05-15T19:17:14,EMP2,GH2,OUT
90,2025-05-15T19:46:02,EMP2,GH2,OUT
217,2025-05-16T06:38:27,EMP4,GH1,OUT
149,2025-05-16T08:50:23,EMP3,GH1,IN
536,2025-05-16T09:42:35,EMP9,GH2,OUT
150,2025-05-16T09:48:44,EMP3,GH1,IN
471,2025-05-16T11:26:28,EMP8,GH1,IN
278,2025-05-16T11:54:35,EMP5,GH2,OUT
472,2025-05-16T11:57:56,EMP8,GH1,IN
406,2025-05-16T12:14:03,EMP7,GH1,OUT
342,2025-05-16T13:11:00,EMP6,GH1,OUT
92,2025-05-16T13:28:14,EMP2,GH3,IN
218,2025-05-16T13:59:27,EMP4,GH1,IN
473,2025-05-16T14:05:49,EMP8,GH1,IN
343,2025-05-16T14:51:26,EMP6,GH1,IN
32,2025-05-16T15:44:51,EMP1,GH1,OUT
405,2025-05-16T16:04:24,EMP7,GH1,OUT
93,2025-05-16T17:55:28,EMP2,GH3,IN
279,2025-05-16T19:22:07,EMP5,GH2,IN
277,2025-05-16T19:23:56,EMP5,GH2,OUT
591,2025-05-16T20:27:49,EMP10,GH2,OUT
345,2025-05-17T06:53:09,EMP6,GH3,IN
538,2025-05-17T06:55:09,EMP9,GH3,IN
407,2025-05-17T07:59:15,EMP7,GH2,OUT
281,2025-05-17T08:02:18,EMP5,GH1,OUT
219,2025-05-17T08:07:22,EMP4,GH1,IN
537,2025-05-17T08:40:52,EMP9,GH3,OUT
592,2025-05-17T08:57:00,EMP10,GH1,IN
33,2025-05-17T09:50:49,EMP1,GH3,OUT
94,2025-05-17T11:31:02,EMP2,GH1,OUT
152,2025-05-17T11:55:30,EMP3,GH2,OUT
95,2025-05-17T15:11:47,EMP2,GH1,IN
34,2025-05-17T17:01:18,EMP1,GH3,IN
474,2025-05-17T18:09:17,EMP8,GH1,OUT
282,2025-05-17T18:34:50,EMP5,GH1,IN
280,2025-05-17T19:21:51,EMP5,GH1,IN
151,2025-05-17T19:45:05,EMP3,GH2,OUT
344,2025-05-17T20:25:06,EMP6,GH3,OUT
348,2025-05-18T06:03:56,EMP6,GH3,OUT
155,2025-05-18T07:47:03,EMP3,GH1,IN
475,2025-05-18T08:17:37,EMP8,GH2,IN
35,2025-05-18T08:18:29,EMP1,GH2,OUT
153,2025-05-18T09:00:01,EMP3,GH1,IN
593,2025-05-18T09:16:03,EMP10,GH2,OUT
154,2025-05-18T09:42:41,EMP3,GH1,IN
408,2025-05-18T11:10:51,EMP7,GH2,OUT
347,2025-05-18T13:54:51,EMP6,GH3,OUT
476,2025-05-18T14:03:06,EMP8,GH2,OUT
477,2025-05-18T14:23:10,EMP8,GH2,OUT
410,2025-05-18T14:27:18,EMP7,GH2,OUT
541,2025-05-18T14:43:01,EMP9,GH1,IN
409,2025-05-18T15:05:18,EMP7,GH2,IN
283,2025-05-18T15:07:12,EMP5,GH2,OUT
539,2025-05-18T15:18:55,EMP9,GH1,IN
221,2025-05-18T15:30:50,EMP4,GH3,OUT
284,2025-05-18T15:39:33,EMP5,GH2,OUT
96,2025-05-18T15:52:04,EMP2,GH1,IN
346,2025-05-18T17:15:49,EMP6,GH3,IN
97,2025-05-18T17:32:50,EMP2,GH1,OUT
540,2025-05-18T19:10:21,EMP9,GH1,OUT
220,2025-05-18T20:57:28,EMP4,GH3,OUT
222,2025-05-19T07:55:32,EMP4,GH2,OUT
98,2025-05-19T08:55:08,EMP2,GH3,IN
594,2025-05-19T09:39:35,EMP10,GH2,OUT
285,2025-05-19T09:59:20,EMP5,GH1,OUT
542,2025-05-19T10:06:01,EMP9,GH3,IN
411,2025-05-19T10:29:26,EMP7,GH1,OUT
157,2025-05-19T11:24:05,EMP3,GH3,IN
412,2025-05-19T11:59:54,EMP7,GH1,OUT
478,2025-05-19T13:22:03,EMP8,GH1,IN
479,2025-05-19T13:23:13,EMP8,GH1,OUT
223,2025-05-19T13:51:43,EMP4,GH2,IN
156,2025-05-19T14:09:47,EMP3,GH3,OUT
350,2025-05-19T14:11:34,EMP6,GH2,IN
38,2025-05-19T15:02:35,EMP1,GH1,IN
37,2025-05-19T15:45:10,EMP1,GH1,IN
543,2025-05-19T16:21:20,EMP9,GH3,OUT
351,2025-05-19T17:01:52,EMP6,GH2,IN
286,2025-05-19T17:44:03,EMP5,GH1,IN
595,2025-05-19T18:28:02,EMP10,GH2,OUT
349,2025-05-19T19:59:43,EMP6,GH2,IN
36,2025-05-19T20:12:26,EMP1,GH1,IN
288,2025-05-20T06:23:27,EMP5,GH2,IN
413,2025-05-20T07:45:29,EMP7,GH1,OUT
596,2025-05-20T07:47:13,EMP10,GH1,IN
159,2025-05-20T08:21:36,EMP3,GH3,IN
41,2025-05-20T09:17:26,EMP1,GH3,IN
158,2025-05-20T09:41:29,EMP3,GH3,OUT
352,2025-05-20T09:51:00,EMP6,GH1,IN
482,2025-05-20T09:55:00,EMP8,GH2,IN
40,2025-05-20T10:01:36,EMP1,GH3,OUT
100,2025-05-20T10:59:23,EMP2,GH3,IN
415,2025-05-20T11:20:35,EMP7,GH1,IN
481,2025-05-20T12:30:55,EMP8,GH2,OUT
287,2025-05-20T13:17:50,EMP5,GH2,IN
224,2025-05-20T14:07:41,EMP4,GH2,OUT
99,2025-05-20T14:34:30,EMP2,GH3,IN
39,2025-05-20T15:29:21,EMP1,GH3,IN
544,2025-05-20T15:42:03,EMP9,GH1,IN
414,2025-05-20T15:48:21,EMP7,GH1,IN
480,2025-05-20T20:29:04,EMP8,GH2,OUT
353,2025-05-21T06:32:56,EMP6,GH3,OUT
545,2025-05-21T06:38:45,EMP9,GH3,OUT
355,2025-05-21T06:42:13,EMP6,GH3,OUT
483,2025-05-21T07:47:53,EMP8,GH1,OUT
597,2025-05-21T07:56:46,EMP10,GH1,IN
101,2025-05-21T09:36:42,EMP2,GH2,OUT
417,2025-05-21T09:53:22,EMP7,GH3,OUT
354,2025-05-21T10:12:05,EMP6,GH3,OUT
160,2025-05-21T11:13:15,EMP3,GH2,IN
416,2025-05-21T11:45:53,EMP7,GH3,IN
161,2025-05-21T11:55:25,EMP3,GH2,IN
546,2025-05-21T13:57:08,EMP9,GH3,OUT
289,2025-05-21T16:03:26,EMP5,GH3,IN
226,2025-05-21T17:04:59,EMP4,GH3,OUT
227,2025-05-21T17:26:24,EMP4,GH3,OUT
225,2025-05-21T18:18:39,EMP4,GH3,IN
42,2025-05-21T19:34:49,EMP1,GH1,OUT
547,2025-05-22T06:09:01,EMP9,GH3,OUT
292,2025-05-22T06:37:56,EMP5,GH1,OUT
228,2025-05-22T06:53:05,EMP4,GH3,IN
229,2025-05-22T08:06:27,EMP4,GH3,OUT
356,2025-05-22T08:16:58,EMP6,GH1,IN
103,2025-05-22T08:24:56,EMP2,GH1,OUT
419,2025-05-22T10:03:15,EMP7,GH1,IN
358,2025-05-22T10:23:21,EMP6,GH1,OUT
162,2025-05-22T11:05:55,EMP3,GH1,IN
548,2025-05-22T11:50:55,EMP9,GH3,OUT
486,2025-05-22T12:44:23,EMP8,GH3,IN
485,2025-05-22T13:12:52,EMP8,GH3,IN
290,2025-05-22T14:15:20,EMP5,GH1,IN
291,2025-05-22T14:15:25,EMP5,GH1,OUT
600,2025-05-22T14:28:57,EMP10,GH1,IN
598,2025-05-22T15:01:35,EMP10,GH1,IN
43,2025-05-22T15:26:07,EMP1,GH3,IN
418,2025-05-22T15:26:44,EMP7,GH1,OUT
599,2025-05-22T15:39:29,EMP10,GH1,OUT
357,2025-05-22T15:47:45,EMP6,GH1,IN
230,2025-05-22T16:11:54,EMP4,GH3,OUT
484,2025-05-22T16:26:03,EMP8,GH3,IN
102,2025-05-22T20:54:57,EMP2,GH1,OUT
164,2025-05-23T06:26:43,EMP3,GH3,OUT
549,2025-05-23T07:21:48,EMP9,GH3,IN
487,2025-05-23T08:15:23,EMP8,GH2,OUT
359,2025-05-23T08:37:37,EMP6,GH3,IN
232,2025-05-23T11:58:36,EMP4,GH1,IN
231,2025-05-23T12:04:32,EMP4,GH1,IN
602,2025-05-23T13:00:22,EMP10,GH3,IN
163,2025-05-23T13:45:24,EMP3,GH3,OUT
165,2025-05-23T13:46:52,EMP3,GH3,OUT
550,2025-05-23T14:04:12,EMP9,GH3,OUT
420,2025-05-23T16:13:35,EMP7,GH2,IN
421,2025-05-23T16:17:28,EMP7,GH2,IN
104,2025-05-23T16:46:40,EMP2,GH1,IN
44,2025-05-23T17:20:59,EMP1,GH1,OUT
601,2025-05-23T17:48:03,EMP10,GH3,IN
360,2025-05-23T19:07:47,EMP6,GH3,OUT
293,2025-05-23T20:48:47,EMP5,GH3,IN
422,2025-05-23T20:52:19,EMP7,GH2,IN
106,2025-05-24T06:46:37,EMP2,GH1,OUT
423,2025-05-24T07:57:10,EMP7,GH3,OUT
105,2025-05-24T08:51:17,EMP2,GH1,IN
234,2025-05-24T11:02:18,EMP4,GH1,OUT
294,2025-05-24T11:38:05,EMP5,GH1,OUT
168,2025-05-24T11:44:12,EMP3,GH1,IN
489,2025-05-24T12:07:33,EMP8,GH3,OUT
551,2025-05-24T12:19:09,EMP9,GH2,IN
552,2025-05-24T12:19:31,EMP9,GH2,OUT
424,2025-05-24T13:02:52,EMP7,GH3,OUT
107,2025-05-24T13:30:34,EMP2,GH1,IN
295,2025-05-24T15:04:08,EMP5,GH1,IN
233,2025-05-24T15:18:33,EMP4,GH1,OUT
45,2025-05-24T16:18:36,EMP1,GH3,OUT
166,2025-05-24T17:00:04,EMP3,GH1,OUT
167,2025-05-24T17:49:32,EMP3,GH1,OUT
361,2025-05-24T18:47:39,EMP6,GH2,OUT
603,2025-05-24T18:51:13,EMP10,GH2,IN
488,2025-05-24T19:51:48,EMP8,GH3,OUT
110,2025-05-25T08:03:24,EMP2,GH3,OUT
490,2025-05-25T08:37:44,EMP8,GH2,IN
298,2025-05-25T09:22:03,EMP5,GH1,OUT
169,2025-05-25T09:58:07,EMP3,GH3,OUT
553,2025-05-25T11:19:39,EMP9,GH3,OUT
604,2025-05-25T12:19:33,EMP10,GH1,IN
46,2025-05-25T12:37:05,EMP1,GH1,IN
235,2025-05-25T12:44:06,EMP4,GH1,IN
605,2025-05-25T13:06:11,EMP10,GH1,IN
170,2025-05-25T13:18:08,EMP3,GH3,OUT
109,2025-05-25T14:26:52,EMP2,GH3,OUT
296,2025-05-25T16:16:41,EMP5,GH1,IN
47,2025-05-25T17:25:31,EMP1,GH1,IN
297,2025-05-25T18:10:56,EMP5,GH1,OUT
108,2025-05-25T20:17:56,EMP2,GH3,OUT
362,2025-05-25T20:46:23,EMP6,GH3,OUT
425,2025-05-25T20:55:20,EMP7,GH3,OUT
426,2025-05-26T06:48:48,EMP7,GH1,OUT
365,2025-05-26T07:53:15,EMP6,GH1,IN
171,2025-05-26T09:19:23,EMP3,GH3,OUT
172,2025-05-26T11:21:28,EMP3,GH3,IN
299,2025-05-26T13:44:31,EMP5,GH2,IN
606,2025-05-26T13:49:23,EMP10,GH3,IN
493,2025-05-26T13:58:30,EMP8,GH3,OUT
237,2025-05-26T14:21:59,EMP4,GH3,OUT
554,2025-05-26T14:40:05,EMP9,GH1,OUT
48,2025-05-26T15:44:15,EMP1,GH3,IN
236,2025-05-26T16:30:55,EMP4,GH3,OUT
