timestamp,greenhouse_id,sensor_id,temperature_C,humidity_%,co2_ppm
2025-06-01T08:00:00Z,GH1,S1,19.6,64.3,736
2025-06-01T08:00:00Z,GH1,S2,29.4,53.3,637
2025-06-01T08:00:00Z,GH2,S3,21.1,50.3,402
2025-06-01T08:00:00Z,GH2,S4,21.8,41.3,583
2025-06-01T08:00:00Z,GH3,S5,28.8,51.1,593
2025-06-01T08:00:00Z,GH3,S6,25.9,53.1,499
2025-06-01T09:00:00Z,GH1,S1,23.9,54.4,587
2025-06-01T09:00:00Z,GH1,S2,21.4,45.5,370
2025-06-01T09:00:00Z,GH2,S3,18.8,38.4,745
2025-06-01T09:00:00Z,GH2,S4,26.0,63.2,436
2025-06-01T09:00:00Z,GH3,S5,28.6,52.1,689
2025-06-01T09:00:00Z,GH3,S6,29.7,58.8,658
2025-06-01T10:00:00Z,GH1,S1,20.9,59.4,702
2025-06-01T10:00:00Z,GH1,S2,19.2,54.8,459
2025-06-01T10:00:00Z,GH2,S3,20.6,52.0,684
2025-06-01T10:00:00Z,GH2,S4,23.0,38.7,394
2025-06-01T10:00:00Z,GH3,S5,19.0,63.2,748
2025-06-01T10:00:00Z,GH3,S6,22.0,53.0,589
2025-06-01T11:00:00Z,GH1,S1,20.1,52.6,514
2025-06-01T11:00:00Z,GH1,S2,31.0,42.3,714
2025-06-01T11:00:00Z,GH2,S3,22.0,42.8,732
2025-06-01T11:00:00Z,GH2,S4,22.0,37.8,458
2025-06-01T11:00:00Z,GH3,S5,18.1,64.2,442
2025-06-01T11:00:00Z,GH3,S6,31.4,38.3,731
2025-06-01T12:00:00Z,GH1,S1,26.7,63.5,361
2025-06-01T12:00:00Z,GH1,S2,30.1,63.8,491
2025-06-01T12:00:00Z,GH2,S3,18.2,63.5,506
2025-06-01T12:00:00Z,GH2,S4,21.9,54.4,642
2025-06-01T12:00:00Z,GH3,S5,19.8,44.3,525
2025-06-01T12:00:00Z,GH3,S6,24.9,62.5,562
2025-06-01T13:00:00Z,GH1,S1,26.9,36.5,568
2025-06-01T13:00:00Z,GH1,S2,29.9,44.1,639
2025-06-01T13:00:00Z,GH2,S3,19.3,60.1,476
2025-06-01T13:00:00Z,GH2,S4,22.9,45.1,567
2025-06-01T13:00:00Z,GH3,S5,22.0,45.1,737
2025-06-01T13:00:00Z,GH3,S6,31.7,47.4,671
2025-06-01T14:00:00Z,GH1,S1,21.9,51.0,541
2025-06-01T14:00:00Z,GH1,S2,31.3,58.5,480
2025-06-01T14:00:00Z,GH2,S3,30.1,50.7,587
2025-06-01T14:00:00Z,GH2,S4,27.1,50.7,427
2025-06-01T14:00:00Z,GH3,S5,19.6,60.6,590
2025-06-01T14:00:00Z,GH3,S6,24.9,44.1,480
2025-06-01T15:00:00Z,GH1,S1,18.7,43.3,562
2025-06-01T15:00:00Z,GH1,S2,29.8,37.5,435
2025-06-01T15:00:00Z,GH2,S3,28.8,63.7,496
2025-06-01T15:00:00Z,GH2,S4,29.9,53.3,569
2025-06-01T15:00:00Z,GH3,S5,27.3,35.5,675
2025-06-01T15:00:00Z,GH3,S6,20.7,57.7,491
2025-06-01T16:00:00Z,GH1,S1,22.7,41.5,532
2025-06-01T16:00:00Z,GH1,S2,18.5,57.4,536
2025-06-01T16:00:00Z,GH2,S3,18.6,47.6,604
2025-06-01T16:00:00Z,GH2,S4,18.3,46.3,520
2025-06-01T16:00:00Z,GH3,S5,25.8,51.1,549
2025-06-01T16:00:00Z,GH3,S6,21.0,42.9,593
2025-06-01T17:00:00Z,GH1,S1,29.1,64.8,735
2025-06-01T17:00:00Z,GH1,S2,21.4,50.2,496
2025-06-01T17:00:00Z,GH2,S3,22.1,55.7,385
2025-06-01T17:00:00Z,GH2,S4,28.1,46.9,581
2025-06-01T17:00:00Z,GH3,S5,25.6,48.8,572
2025-06-01T17:00:00Z,GH3,S6,31.4,36.6,511
2025-06-01T18:00:00Z,GH1,S1,20.9,58.2,429
2025-06-01T18:00:00Z,GH1,S2,28.9,53.8,640
2025-06-01T18:00:00Z,GH2,S3,25.8,37.1,604
2025-06-01T18:00:00Z,GH2,S4,23.4,45.2,539
2025-06-01T18:00:00Z,GH3,S5,28.8,56.5,450
2025-06-01T18:00:00Z,GH3,S6,24.9,49.8,708
2025-06-01T19:00:00Z,GH1,S1,19.4,59.8,385
2025-06-01T19:00:00Z,GH1,S2,21.2,41.7,743
2025-06-01T19:00:00Z,GH2,S3,26.9,50.7,533
2025-06-01T19:00:00Z,GH2,S4,25.6,35.9,750
2025-06-01T19:00:00Z,GH3,S5,27.0,45.3,372
2025-06-01T19:00:00Z,GH3,S6,29.9,46.2,405
2025-06-01T20:00:00Z,GH1,S1,31.1,58.9,606
2025-06-01T20:00:00Z,GH1,S2,18.4,51.2,701
2025-06-01T20:00:00Z,GH2,S3,30.7,52.5,552
2025-06-01T20:00:00Z,GH2,S4,19.7,45.6,511
2025-06-01T20:00:00Z,GH3,S5,18.4,42.3,376
2025-06-01T20:00:00Z,GH3,S6,21.3,61.2,679
2025-06-01T21:00:00Z,GH1,S1,25.4,58.6,631
2025-06-01T21:00:00Z,GH1,S2,28.2,57.0,578
2025-06-01T21:00:00Z,GH2,S3,25.6,50.1,629
2025-06-01T21:00:00Z,GH2,S4,18.3,59.3,671
2025-06-01T21:00:00Z,GH3,S5,27.1,36.1,739
2025-06-01T21:00:00Z,GH3,S6,19.7,59.8,697
2025-06-01T22:00:00Z,GH1,S1,19.4,61.1,416
2025-06-01T22:00:00Z,GH1,S2,19.7,48.0,628
2025-06-01T22:00:00Z,GH2,S3,20.5,48.8,699
2025-06-01T22:00:00Z,GH2,S4,31.4,47.4,598
2025-06-01T22:00:00Z,GH3,S5,24.9,39.9,488
2025-06-01T22:00:00Z,GH3,S6,23.0,54.0,410
2025-06-01T23:00:00Z,GH1,S1,24.3,43.7,728
2025-06-01T23:00:00Z,GH1,S2,22.4,42.5,406
2025-06-01T23:00:00Z,GH2,S3,24.2,56.3,604
2025-06-01T23:00:00Z,GH2,S4,24.9,57.6,723
2025-06-01T23:00:00Z,GH3,S5,20.6,37.0,437
2025-06-01T23:00:00Z,GH3,S6,21.6,60.2,621
2025-06-02T00:00:00Z,GH1,S1,27.6,35.7,680
2025-06-02T00:00:00Z,GH1,S2,31.6,47.1,579
2025-06-02T00:00:00Z,GH2,S3,25.7,51.7,439
2025-06-02T00:00:00Z,GH2,S4,31.2,56.3,723
2025-06-02T00:00:00Z,GH3,S5,28.3,59.7,489
2025-06-02T00:00:00Z,GH3,S6,21.5,40.0,656
2025-06-02T01:00:00Z,GH1,S1,23.6,43.5,362
2025-06-02T01:00:00Z,GH1,S2,29.4,59.9,647
2025-06-02T01:00:00Z,GH2,S3,19.4,59.1,471
2025-06-02T01:00:00Z,GH2,S4,21.1,44.9,746
2025-06-02T01:00:00Z,GH3,S5,23.3,55.3,693
2025-06-02T01:00:00Z,GH3,S6,18.5,55.1,463
2025-06-02T02:00:00Z,GH1,S1,26.9,43.1,517
2025-06-02T02:00:00Z,GH1,S2,30.9,42.9,542
2025-06-02T02:00:00Z,GH2,S3,27.2,63.1,657
2025-06-02T02:00:00Z,GH2,S4,29.8,48.3,515
2025-06-02T02:00:00Z,GH3,S5,25.1,35.9,381
2025-06-02T02:00:00Z,GH3,S6,18.7,55.5,564
2025-06-02T03:00:00Z,GH1,S1,18.1,59.2,628
2025-06-02T03:00:00Z,GH1,S2,22.5,42.1,464
2025-06-02T03:00:00Z,GH2,S3,30.2,49.4,378
2025-06-02T03:00:00Z,GH2,S4,25.7,60.0,584
2025-06-02T03:00:00Z,GH3,S5,32.0,57.3,614
2025-06-02T03:00:00Z,GH3,S6,29.2,51.8,431
2025-06-02T04:00:00Z,GH1,S1,23.9,63.5,359
2025-06-02T04:00:00Z,GH1,S2,27.0,59.8,699
2025-06-02T04:00:00Z,GH2,S3,29.6,59.0,654
2025-06-02T04:00:00Z,GH2,S4,18.8,54.3,416
2025-06-02T04:00:00Z,GH3,S5,21.8,49.1,396
2025-06-02T04:00:00Z,GH3,S6,23.6,53.1,566
2025-06-02T05:00:00Z,GH1,S1,23.0,37.2,355
2025-06-02T05:00:00Z,GH1,S2,29.4,47.3,521
2025-06-02T05:00:00Z,GH2,S3,18.1,41.0,629
2025-06-02T05:00:00Z,GH2,S4,26.0,62.7,350
2025-06-02T05:00:00Z,GH3,S5,26.0,46.9,515
2025-06-02T05:00:00Z,GH3,S6,30.6,62.5,519
2025-06-02T06:00:00Z,GH1,S1,19.8,57.0,737
2025-06-02T06:00:00Z,GH1,S2,22.7,57.2,411
2025-06-02T06:00:00Z,GH2,S3,23.8,58.6,586
2025-06-02T06:00:00Z,GH2,S4,27.1,64.9,667
2025-06-02T06:00:00Z,GH3,S5,18.0,61.7,660
2025-06-02T06:00:00Z,GH3,S6,19.7,40.2,474
2025-06-02T07:00:00Z,GH1,S1,31.5,52.7,406
2025-06-02T07:00:00Z,GH1,S2,29.7,52.0,534
2025-06-02T07:00:00Z,GH2,S3,29.4,41.6,656
2025-06-02T07:00:00Z,GH2,S4,21.1,37.3,640
2025-06-02T07:00:00Z,GH3,S5,20.2,42.5,526
2025-06-02T07:00:00Z,GH3,S6,26.4,43.8,531
2025-06-02T08:00:00Z,GH1,S1,24.9,48.2,512
2025-06-02T08:00:00Z,GH1,S2,19.2,57.2,747
2025-06-02T08:00:00Z,GH2,S3,23.5,48.3,412
2025-06-02T08:00:00Z,GH2,S4,24.1,54.9,561
2025-06-02T08:00:00Z,GH3,S5,30.2,38.5,658
2025-06-02T08:00:00Z,GH3,S6,21.4,35.4,637
2025-06-02T09:00:00Z,GH1,S1,28.8,55.4,492
2025-06-02T09:00:00Z,GH1,S2,24.6,50.1,730
2025-06-02T09:00:00Z,GH2,S3,26.4,54.3,688
2025-06-02T09:00:00Z,GH2,S4,29.6,41.0,427
2025-06-02T09:00:00Z,GH3,S5,21.8,41.7,749
2025-06-02T09:00:00Z,GH3,S6,22.6,46.9,685
2025-06-02T10:00:00Z,GH1,S1,21.3,56.6,585
2025-06-02T10:00:00Z,GH1,S2,19.5,36.0,563
2025-06-02T10:00:00Z,GH2,S3,25.5,50.1,685
2025-06-02T10:00:00Z,GH2,S4,27.1,41.0,404
2025-06-02T10:00:00Z,GH3,S5,25.7,55.4,442
2025-06-02T10:00:00Z,GH3,S6,29.6,64.6,706
2025-06-02T11:00:00Z,GH1,S1,27.2,43.7,563
2025-06-02T11:00:00Z,GH1,S2,23.1,57.8,668
2025-06-02T11:00:00Z,GH2,S3,21.8,36.2,412
2025-06-02T11:00:00Z,GH2,S4,22.6,61.1,735
2025-06-02T11:00:00Z,GH3,S5,23.7,52.2,395
2025-06-02T11:00:00Z,GH3,S6,25.0,45.6,644
2025-06-02T12:00:00Z,GH1,S1,23.2,54.5,529
2025-06-02T12:00:00Z,GH1,S2,19.6,50.2,467
2025-06-02T12:00:00Z,GH2,S3,27.7,39.7,505
2025-06-02T12:00:00Z,GH2,S4,29.6,43.0,601
2025-06-02T12:00:00Z,GH3,S5,19.4,50.5,544
2025-06-02T12:00:00Z,GH3,S6,29.2,47.7,529
2025-06-02T13:00:00Z,GH1,S1,26.2,50.1,582
2025-06-02T13:00:00Z,GH1,S2,27.9,47.1,374
2025-06-02T13:00:00Z,GH2,S3,21.3,39.3,680
2025-06-02T13:00:00Z,GH2,S4,20.1,49.7,454
2025-06-02T13:00:00Z,GH3,S5,29.7,40.2,429
2025-06-02T13:00:00Z,GH3,S6,22.3,62.3,668
2025-06-02T14:00:00Z,GH1,S1,27.2,36.5,415
2025-06-02T14:00:00Z,GH1,S2,25.3,53.8,401
2025-06-02T14:00:00Z,GH2,S3,31.3,50.8,444
2025-06-02T14:00:00Z,GH2,S4,18.4,41.8,709
2025-06-02T14:00:00Z,GH3,S5,28.0,57.7,428
2025-06-02T14:00:00Z,GH3,S6,23.5,55.3,363
2025-06-02T15:00:00Z,GH1,S1,21.7,39.2,565
2025-06-02T15:00:00Z,GH1,S2,31.4,37.2,592
2025-06-02T15:00:00Z,GH2,S3,25.5,53.6,472
2025-06-02T15:00:00Z,GH2,S4,26.1,48.8,382
2025-06-02T15:00:00Z,GH3,S5,31.6,43.8,553
2025-06-02T15:00:00Z,GH3,S6,27.6,52.6,701
2025-06-02T16:00:00Z,GH1,S1,25.7,58.8,603
2025-06-02T16:00:00Z,GH1,S2,28.9,62.3,593
2025-06-02T16:00:00Z,GH2,S3,18.3,51.5,683
2025-06-02T16:00:00Z,GH2,S4,25.8,46.4,723
2025-06-02T16:00:00Z,GH3,S5,31.9,63.5,570
2025-06-02T16:00:00Z,GH3,S6,29.4,37.9,397
2025-06-02T17:00:00Z,GH1,S1,26.3,49.0,692
2025-06-02T17:00:00Z,GH1,S2,23.7,54.8,610
2025-06-02T17:00:00Z,GH2,S3,26.3,58.4,415
2025-06-02T17:00:00Z,GH2,S4,20.8,45.5,639
2025-06-02T17:00:00Z,GH3,S5,24.1,55.9,525
2025-06-02T17:00:00Z,GH3,S6,23.5,38.4,436
2025-06-02T18:00:00Z,GH1,S1,22.0,42.6,405
2025-06-02T18:00:00Z,GH1,S2,18.7,37.0,458
2025-06-02T18:00:00Z,GH2,S3,18.7,60.7,550
2025-06-02T18:00:00Z,GH2,S4,28.3,39.2,435
2025-06-02T18:00:00Z,GH3,S5,32.0,41.1,654
2025-06-02T18:00:00Z,GH3,S6,24.8,54.6,609
2025-06-02T19:00:00Z,GH1,S1,24.8,50.2,453
2025-06-02T19:00:00Z,GH1,S2,21.5,43.0,419
2025-06-02T19:00:00Z,GH2,S3,22.7,56.5,719
2025-06-02T19:00:00Z,GH2,S4,23.8,61.8,718
2025-06-02T19:00:00Z,GH3,S5,28.4,41.2,714
2025-06-02T19:00:00Z,GH3,S6,24.0,50.8,719
2025-06-02T20:00:00Z,GH1,S1,27.0,53.6,738
2025-06-02T20:00:00Z,GH1,S2,29.1,54.4,444
2025-06-02T20:00:00Z,GH2,S3,25.5,50.3,534
2025-06-02T20:00:00Z,GH2,S4,26.9,51.5,644
2025-06-02T20:00:00Z,GH3,S5,31.8,50.0,702
2025-06-02T20:00:00Z,GH3,S6,30.5,41.0,536
2025-06-02T21:00:00Z,GH1,S1,30.8,55.7,427
2025-06-02T21:00:00Z,GH1,S2,24.7,40.3,435
2025-06-02T21:00:00Z,GH2,S3,30.3,41.8,740
2025-06-02T21:00:00Z,GH2,S4,25.7,53.9,438
2025-06-02T21:00:00Z,GH3,S5,28.9,52.1,644
2025-06-02T21:00:00Z,GH3,S6,25.5,49.6,571
2025-06-02T22:00:00Z,GH1,S1,22.1,38.1,378
2025-06-02T22:00:00Z,GH1,S2,24.9,50.1,432
2025-06-02T22:00:00Z,GH2,S3,31.4,58.7,460
2025-06-02T22:00:00Z,GH2,S4,29.0,36.2,438
2025-06-02T22:00:00Z,GH3,S5,24.3,40.1,574
2025-06-02T22:00:00Z,GH3,S6,27.0,54.9,386
2025-06-02T23:00:00Z,GH1,S1,31.9,37.0,604
2025-06-02T23:00:00Z,GH1,S2,29.6,64.0,387
2025-06-02T23:00:00Z,GH2,S3,18.6,49.8,697
2025-06-02T23:00:00Z,GH2,S4,21.0,52.5,506
2025-06-02T23:00:00Z,GH3,S5,26.7,57.6,517
2025-06-02T23:00:00Z,GH3,S6,26.0,47.8,747
2025-06-03T00:00:00Z,GH1,S1,21.6,38.3,749
2025-06-03T00:00:00Z,GH1,S2,25.1,53.3,518
2025-06-03T00:00:00Z,GH2,S3,23.6,49.0,635
2025-06-03T00:00:00Z,GH2,S4,19.1,38.4,562
2025-06-03T00:00:00Z,GH3,S5,24.5,40.0,359
2025-06-03T00:00:00Z,GH3,S6,31.1,51.4,607
2025-06-03T01:00:00Z,GH1,S1,26.6,37.9,596
2025-06-03T01:00:00Z,GH1,S2,27.3,39.7,554
2025-06-03T01:00:00Z,GH2,S3,28.2,44.7,520
2025-06-03T01:00:00Z,GH2,S4,27.2,47.7,578
2025-06-03T01:00:00Z,GH3,S5,28.2,60.3,595
2025-06-03T01:00:00Z,GH3,S6,30.1,39.9,725
2025-06-03T02:00:00Z,GH1,S1,18.8,35.8,412
2025-06-03T02:00:00Z,GH1,S2,20.4,36.1,466
2025-06-03T02:00:00Z,GH2,S3,27.2,61.2,397
2025-06-03T02:00:00Z,GH2,S4,22.2,60.1,516
2025-06-03T02:00:00Z,GH3,S5,25.9,56.8,715
2025-06-03T02:00:00Z,GH3,S6,22.5,40.6,370
2025-06-03T03:00:00Z,GH1,S1,30.2,43.5,671
2025-06-03T03:00:00Z,GH1,S2,23.5,46.7,472
2025-06-03T03:00:00Z,GH2,S3,27.0,35.3,723
2025-06-03T03:00:00Z,GH2,S4,30.0,46.2,553
2025-06-03T03:00:00Z,GH3,S5,27.7,46.1,410
2025-06-03T03:00:00Z,GH3,S6,25.8,59.9,575
2025-06-03T04:00:00Z,GH1,S1,27.2,43.9,732
2025-06-03T04:00:00Z,GH1,S2,30.7,41.2,503
2025-06-03T04:00:00Z,GH2,S3,29.3,64.1,632
2025-06-03T04:00:00Z,GH2,S4,21.2,44.0,712
2025-06-03T04:00:00Z,GH3,S5,27.4,52.5,370
2025-06-03T04:00:00Z,GH3,S6,25.5,43.4,588
2025-06-03T05:00:00Z,GH1,S1,24.2,35.9,389
2025-06-03T05:00:00Z,GH1,S2,27.6,49.6,498
2025-06-03T05:00:00Z,GH2,S3,20.3,36.6,575
2025-06-03T05:00:00Z,GH2,S4,23.6,49.3,491
2025-06-03T05:00:00Z,GH3,S5,29.4,62.3,404
2025-06-03T05:00:00Z,GH3,S6,23.0,56.8,464
2025-06-03T06:00:00Z,GH1,S1,19.9,41.7,724
2025-06-03T06:00:00Z,GH1,S2,31.4,59.9,547
2025-06-03T06:00:00Z,GH2,S3,28.0,53.8,474
2025-06-03T06:00:00Z,GH2,S4,28.1,45.7,451
2025-06-03T06:00:00Z,GH3,S5,20.2,37.2,731
2025-06-03T06:00:00Z,GH3,S6,21.5,63.8,688
2025-06-03T07:00:00Z,GH1,S1,20.4,52.3,518
2025-06-03T07:00:00Z,GH1,S2,30.6,49.4,396
2025-06-03T07:00:00Z,GH2,S3,23.5,44.4,574
2025-06-03T07:00:00Z,GH2,S4,20.8,52.4,619
2025-06-03T07:00:00Z,GH3,S5,22.1,50.0,700
2025-06-03T07:00:00Z,GH3,S6,31.0,40.1,460
2025-06-03T08:00:00Z,GH1,S1,21.8,35.4,684
2025-06-03T08:00:00Z,GH1,S2,27.6,44.6,674
2025-06-03T08:00:00Z,GH2,S3,20.1,47.2,663
2025-06-03T08:00:00Z,GH2,S4,26.7,47.8,452
2025-06-03T08:00:00Z,GH3,S5,26.6,50.3,618
2025-06-03T08:00:00Z,GH3,S6,27.1,59.3,468
2025-06-03T09:00:00Z,GH1,S1,28.1,48.5,433
2025-06-03T09:00:00Z,GH1,S2,26.6,43.9,716
2025-06-03T09:00:00Z,GH2,S3,18.2,59.3,543
2025-06-03T09:00:00Z,GH2,S4,18.4,47.9,364
2025-06-03T09:00:00Z,GH3,S5,31.2,55.4,460
2025-06-03T09:00:00Z,GH3,S6,19.9,43.9,568
2025-06-03T10:00:00Z,GH1,S1,23.1,53.7,452
2025-06-03T10:00:00Z,GH1,S2,18.0,36.5,389
2025-06-03T10:00:00Z,GH2,S3,30.1,63.0,679
2025-06-03T10:00:00Z,GH2,S4,22.8,35.2,368
2025-06-03T10:00:00Z,GH3,S5,26.9,43.3,640
2025-06-03T10:00:00Z,GH3,S6,24.5,38.7,533
2025-06-03T11:00:00Z,GH1,S1,18.7,60.9,505
2025-06-03T11:00:00Z,GH1,S2,24.1,35.5,543
2025-06-03T11:00:00Z,GH2,S3,22.9,42.3,545
2025-06-03T11:00:00Z,GH2,S4,24.0,43.6,391
2025-06-03T11:00:00Z,GH3,S5,31.6,39.0,521
2025-06-03T11:00:00Z,GH3,S6,27.3,54.5,702
2025-06-03T12:00:00Z,GH1,S1,29.3,47.9,510
2025-06-03T12:00:00Z,GH1,S2,21.2,38.8,463
2025-06-03T12:00:00Z,GH2,S3,24.5,36.2,550
2025-06-03T12:00:00Z,GH2,S4,29.1,52.0,627
2025-06-03T12:00:00Z,GH3,S5,27.0,47.9,410
2025-06-03T12:00:00Z,GH3,S6,19.2,44.5,360
2025-06-03T13:00:00Z,GH1,S1,23.3,63.2,410
2025-06-03T13:00:00Z,GH1,S2,19.7,40.5,355
2025-06-03T13:00:00Z,GH2,S3,28.7,53.0,389
2025-06-03T13:00:00Z,GH2,S4,22.8,63.8,720
2025-06-03T13:00:00Z,GH3,S5,20.2,49.7,368
2025-06-03T13:00:00Z,GH3,S6,18.8,51.6,745
2025-06-03T14:00:00Z,GH1,S1,23.3,44.3,609
2025-06-03T14:00:00Z,GH1,S2,18.4,39.7,377
2025-06-03T14:00:00Z,GH2,S3,26.9,58.9,593
2025-06-03T14:00:00Z,GH2,S4,18.2,48.7,563
2025-06-03T14:00:00Z,GH3,S5,28.8,37.2,629
2025-06-03T14:00:00Z,GH3,S6,22.3,57.1,472
2025-06-03T15:00:00Z,GH1,S1,19.6,64.4,433
2025-06-03T15:00:00Z,GH1,S2,28.8,44.4,557
2025-06-03T15:00:00Z,GH2,S3,21.4,63.8,750
2025-06-03T15:00:00Z,GH2,S4,22.9,35.8,561
2025-06-03T15:00:00Z,GH3,S5,28.1,44.3,518
2025-06-03T15:00:00Z,GH3,S6,30.5,49.7,723
2025-06-03T16:00:00Z,GH1,S1,19.1,63.7,737
2025-06-03T16:00:00Z,GH1,S2,22.5,51.9,526
2025-06-03T16:00:00Z,GH2,S3,23.1,39.0,618
2025-06-03T16:00:00Z,GH2,S4,30.7,58.4,603
2025-06-03T16:00:00Z,GH3,S5,28.0,48.6,588
2025-06-03T16:00:00Z,GH3,S6,28.2,54.7,722
2025-06-03T17:00:00Z,GH1,S1,30.7,44.7,461
2025-06-03T17:00:00Z,GH1,S2,29.5,53.1,384
2025-06-03T17:00:00Z,GH2,S3,22.1,41.0,687
2025-06-03T17:00:00Z,GH2,S4,26.4,62.7,530
2025-06-03T17:00:00Z,GH3,S5,21.5,64.8,515
2025-06-03T17:00:00Z,GH3,S6,31.3,44.6,392
2025-06-03T18:00:00Z,GH1,S1,27.1,60.2,695
2025-06-03T18:00:00Z,GH1,S2,23.7,35.9,601
2025-06-03T18:00:00Z,GH2,S3,27.4,46.9,735
2025-06-03T18:00:00Z,GH2,S4,29.0,50.6,556
2025-06-03T18:00:00Z,GH3,S5,30.7,53.6,652
2025-06-03T18:00:00Z,GH3,S6,22.2,46.1,623
2025-06-03T19:00:00Z,GH1,S1,20.1,57.8,462
2025-06-03T19:00:00Z,GH1,S2,18.2,35.5,430
2025-06-03T19:00:00Z,GH2,S3,24.4,40.2,460
2025-06-03T19:00:00Z,GH2,S4,28.4,44.1,643
2025-06-03T19:00:00Z,GH3,S5,24.8,37.1,596
2025-06-03T19:00:00Z,GH3,S6,24.7,59.0,484
2025-06-03T20:00:00Z,GH1,S1,25.9,46.5,688
2025-06-03T20:00:00Z,GH1,S2,31.2,50.6,439
2025-06-03T20:00:00Z,GH2,S3,24.1,53.3,351
2025-06-03T20:00:00Z,GH2,S4,21.2,56.0,691
2025-06-03T20:00:00Z,GH3,S5,21.2,60.4,609
2025-06-03T20:00:00Z,GH3,S6,21.5,46.5,548
2025-06-03T21:00:00Z,GH1,S1,30.1,58.0,492
2025-06-03T21:00:00Z,GH1,S2,25.7,58.6,577
2025-06-03T21:00:00Z,GH2,S3,28.9,52.2,511
2025-06-03T21:00:00Z,GH2,S4,28.1,60.5,683
2025-06-03T21:00:00Z,GH3,S5,23.8,50.6,557
2025-06-03T21:00:00Z,GH3,S6,25.9,45.8,402
2025-06-03T22:00:00Z,GH1,S1,19.1,40.7,583
2025-06-03T22:00:00Z,GH1,S2,31.9,57.4,580
2025-06-03T22:00:00Z,GH2,S3,21.3,61.9,545
2025-06-03T22:00:00Z,GH2,S4,28.8,41.7,615
2025-06-03T22:00:00Z,GH3,S5,23.4,36.4,637
2025-06-03T22:00:00Z,GH3,S6,27.9,36.8,447
2025-06-03T23:00:00Z,GH1,S1,21.9,52.7,705
2025-06-03T23:00:00Z,GH1,S2,21.2,38.3,504
2025-06-03T23:00:00Z,GH2,S3,23.2,36.7,595
2025-06-03T23:00:00Z,GH2,S4,29.0,63.2,455
2025-06-03T23:00:00Z,GH3,S5,19.5,35.6,435
2025-06-03T23:00:00Z,GH3,S6,25.3,39.8,372
